id,field,tp,fp,fn,pred,gold
2901,relations,5,15,1,cites_legal_authority;claims_financial_loss;claims_identity_theft;creates_false_narrative;creates_urgency;demands_money_transfer;demands_secrecy;impersonates_official;induces_fear;mentions_account_freeze;mentions_case_number;mentions_suspicious_activity;normal_call;refers_to_family;requests_personal_info;requests_physical_action;requests_security_code;requests_specific_action;requests_verification_code;warns_against_disclosure,creates_urgency;demands_money_transfer;impersonates_official;requests_security_code;threatens_arrest;warns_against_disclosure
2901,qualifiers,4,1,1,coercive_pressure;institutional_pretext;requested_action_type;transfer_channel;urgency,coercive_pressure;institutional_pretext;requested_action_type;temporal_pressure;transfer_channel
2903,entities,1,4,1,bank_employee;document;government_agency;location;phone_call,government_agency;money
2903,relations,2,8,0,cites_legal_authority;creates_urgency;demands_money_transfer;impersonates_official;mentions_case_number;mentions_suspicious_activity;normal_call;requests_physical_action;requests_verification_code;warns_against_disclosure,creates_urgency;impersonates_official
2903,qualifiers,1,1,1,institutional_pretext;urgency,institutional_pretext;temporal_pressure
2911,entities,3,5,0,bank_account;credit_card;family_member;investigation;location;personal_information;phone_call;victim,bank_account;credit_card;personal_information
2911,relations,2,15,1,cites_legal_authority;claims_financial_loss;claims_identity_theft;creates_false_narrative;creates_urgency;demands_money_transfer;demands_secrecy;induces_fear;mentions_account_freeze;mentions_case_number;mentions_suspicious_activity;normal_call;refers_to_family;requests_personal_info;requests_physical_action;requests_remote_control;warns_against_disclosure,creates_urgency;requests_personal_info;threatens_arrest
2911,qualifiers,3,2,1,coercive_pressure;institutional_pretext;requested_action_type;transfer_channel;urgency,coercive_pressure;requested_action_type;temporal_pressure;transfer_channel
2916,entities,1,2,0,bank_account;family_member;victim,bank_account
2916,relations,1,8,0,claims_financial_loss;claims_identity_theft;creates_false_narrative;creates_urgency;induces_fear;mentions_account_freeze;mentions_case_number;normal_call;refers_to_family,creates_urgency
2916,qualifiers,2,1,1,coercive_pressure;transfer_channel;urgency,coercive_pressure;temporal_pressure;transfer_channel
2918,entities,4,6,0,bank_account;case_number;family_member;investigation;location;money;personal_information;phone_call;police_officer;victim,bank_account;money;personal_information;police_officer
2918,relations,4,16,1,cites_legal_authority;claims_financial_loss;claims_identity_theft;creates_false_narrative;creates_urgency;demands_money_transfer;demands_secrecy;impersonates_official;induces_fear;mentions_account_freeze;mentions_case_number;mentions_suspicious_activity;normal_call;refers_to_family;requests_personal_info;requests_physical_action;requests_remote_control;requests_security_code;requests_verification_code;warns_against_disclosure,creates_urgency;demands_money_transfer;impersonates_official;requests_personal_info;threatens_arrest
2918,qualifiers,3,2,1,coercive_pressure;institutional_pretext;requested_action_type;transfer_channel;urgency,coercive_pressure;institutional_pretext;temporal_pressure;transfer_channel
